file_id,species,spectrogram_path,shape,dtype,mean,std,med,p10,p90,snr_db
Cope's_gray_treefrog_calling_(2),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\Cope's_gray_treefrog_calling_(2).npy,"(64, 431)",float32,-50.04471480663166,16.036226052891955,-55.0944881439209,-67.35440063476562,-25.297729301452627,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-89,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\dlg_ggpd_n200-g2-m1-2003-c3-track-89.npy,"(64, 431)",float32,-40.43826359090354,14.812684041880594,-39.897470474243164,-59.99860763549805,-21.311236572265624,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-93,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\dlg_ggpd_n200-g2-m1-2003-c3-track-93.npy,"(64, 431)",float32,-37.29618274093781,19.45600736941051,-33.922882080078125,-66.51849212646484,-12.61272106170654,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-27,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\dlg_ggpd_n200-g2-m1-2013-c3-track-27.npy,"(64, 431)",float32,-61.050502433473994,20.294014102893023,-67.78829956054688,-80.0,-29.62042694091797,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-80,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\dlg_ggpd_n200-g2-m1-2013-c3-track-80.npy,"(64, 431)",float32,-37.80610307062308,12.568036568212003,-38.28000259399414,-53.76118927001953,-21.293478202819824,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-81,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\dlg_ggpd_n200-g2-m1-2013-c3-track-81.npy,"(64, 431)",float32,-54.40769753710576,15.840796752596075,-55.94759750366211,-73.59785461425781,-30.502740859985344,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-82,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\dlg_ggpd_n200-g2-m1-2013-c3-track-82.npy,"(64, 431)",float32,-37.855587646538034,14.561414953075802,-35.45550727844238,-59.65702896118164,-21.03939399719238,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-84,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\dlg_ggpd_n200-g2-m1-2013-c3-track-84.npy,"(64, 431)",float32,-47.34770092032763,16.979128354455117,-48.71135711669922,-67.66653366088867,-23.86649284362793,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-90,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\dlg_ggpd_n200-g2-m1-2013-c3-track-90.npy,"(64, 431)",float32,-36.52306887687221,16.826135204248512,-32.23081588745117,-62.33253173828125,-17.07631607055664,0.0
ML207922,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207922.npy,"(64, 431)",float32,-60.35761652001787,15.527957767637746,-61.87596893310547,-80.0,-37.79947395324706,0.0
ML207923,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207923.npy,"(64, 431)",float32,-58.17816891389836,15.179666367530833,-59.55168151855469,-79.77395858764649,-37.928165054321276,0.0
ML207925,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207925.npy,"(64, 431)",float32,-56.81680544688779,15.866973645511404,-58.73189353942871,-80.0,-35.02488784790039,0.0
ML207926,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207926.npy,"(64, 431)",float32,-51.42346116834754,15.697469030475677,-52.42312049865723,-74.48345489501953,-31.274624633789056,0.0
ML207927,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207927.npy,"(64, 431)",float32,-60.77419656765779,13.868531907014855,-64.09483337402344,-75.55215911865234,-42.40325050354003,0.0
ML207928,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207928.npy,"(64, 431)",float32,-62.76710887312059,14.340164133424208,-65.24201965332031,-80.0,-43.613720703125,0.0
ML207952,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207952.npy,"(64, 431)",float32,-57.4024034236534,15.461068489690101,-57.865299224853516,-80.0,-39.06088485717773,0.0
ML207953,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207953.npy,"(64, 431)",float32,-50.375423825430204,17.38322030451217,-48.02146911621094,-77.8132698059082,-29.741096305847165,0.0
ML207957,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207957.npy,"(64, 431)",float32,-39.93863184013665,19.185120499898275,-35.57219886779785,-71.04447326660156,-17.427970695495606,0.0
ML207958,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207958.npy,"(64, 431)",float32,-50.13084438947956,17.34190852114994,-48.159786224365234,-75.84514007568359,-28.88976383209228,0.0
ML207959,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207959.npy,"(64, 431)",float32,-45.21404835972459,17.95663190485396,-41.77511024475098,-72.17146224975586,-23.81921806335449,0.0
ML207960,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207960.npy,"(64, 431)",float32,-55.31074039672616,16.941964582366413,-53.36074256896973,-80.0,-33.59482040405273,0.0
ML207963,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207963.npy,"(64, 431)",float32,-58.51320136010025,13.99578335880297,-59.453269958496094,-79.54852752685547,-39.69251136779785,0.0
ML207964,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207964.npy,"(64, 431)",float32,-53.84101899082312,15.502968437557676,-52.98441505432129,-78.4277458190918,-34.15482788085937,0.0
ML207966,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207966.npy,"(64, 431)",float32,-46.95315606670839,16.636609775020236,-44.4737491607666,-77.8491195678711,-28.493754577636718,0.0
ML207968,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207968.npy,"(64, 431)",float32,-30.23162488653184,16.629836645468792,-26.449573516845703,-60.664131546020506,-11.953854465484618,0.0
ML207978,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207978.npy,"(64, 431)",float32,-53.63956529576236,16.608666625417996,-52.24460983276367,-75.54686660766602,-31.761642837524406,0.0
ML207979,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207979.npy,"(64, 431)",float32,-51.492117905077414,15.248356093802158,-53.24158477783203,-70.26641387939453,-32.17822151184082,0.0
ML207980,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207980.npy,"(64, 431)",float32,-56.217494647474545,18.436736500892714,-57.63972473144531,-79.64087753295898,-29.164102363586416,0.0
ML207981,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207981.npy,"(64, 431)",float32,-41.33267704373239,12.566557940967252,-40.73211669921875,-56.06439056396484,-27.37159118652343,0.0
ML207982,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207982.npy,"(64, 431)",float32,-50.86344850084068,19.26421819530484,-49.79037284851074,-77.55977478027344,-25.23576488494873,0.0
ML207983,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207983.npy,"(64, 431)",float32,-49.493246759259925,19.2027784406362,-50.50679016113281,-74.43172302246094,-21.428495407104485,0.0
ML207984,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207984.npy,"(64, 431)",float32,-52.23831661024807,19.201831042800546,-51.4231014251709,-76.59416046142579,-27.176425170898433,0.0
ML207986,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207986.npy,"(64, 431)",float32,-44.79112865172517,17.1319677955878,-42.56546211242676,-67.21833801269531,-23.373203468322753,0.0
ML207987_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML207987_(1).npy,"(64, 431)",float32,-55.42430136119407,17.219518722498737,-58.747406005859375,-75.51923294067383,-30.792518234252928,0.0
ML209167_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML209167_(1).npy,"(64, 431)",float32,-46.2645582329404,18.947894021328757,-48.320261001586914,-72.45737075805664,-21.324528884887687,0.0
ML209168_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML209168_(1).npy,"(64, 431)",float32,-49.18934091085486,17.156599666771086,-50.99013137817383,-73.2485481262207,-25.935603713989256,0.0
ML209169_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML209169_(1).npy,"(64, 431)",float32,-54.31007395150559,17.452380346105045,-56.91069984436035,-78.4141860961914,-29.21224708557129,0.0
ML209171_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML209171_(1).npy,"(64, 431)",float32,-51.78945034427737,17.573640166859306,-52.52863121032715,-76.58050842285157,-27.31430969238281,0.0
ML209172_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML209172_(1).npy,"(64, 431)",float32,-53.22259421556704,18.96476720652258,-56.9000301361084,-78.4378662109375,-23.933275985717774,0.0
ML209174,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML209174.npy,"(64, 431)",float32,-53.11213693339075,18.831885488601124,-56.84879684448242,-77.40603790283203,-23.068568038940427,0.0
ML209175_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML209175_(1).npy,"(64, 431)",float32,-51.19550569734067,17.64608826921695,-52.117177963256836,-75.91657257080078,-25.967616462707518,0.0
ML209176_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML209176_(1).npy,"(64, 431)",float32,-53.083165998870975,17.293077076713423,-53.91476058959961,-78.56501998901368,-29.428867721557616,0.0
ML209177,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML209177.npy,"(64, 431)",float32,-49.47956582895219,18.14467649701992,-51.3156852722168,-73.78261337280273,-24.376327896118163,0.0
ML209178_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML209178_(1).npy,"(64, 431)",float32,-38.19941940525084,16.420541554550464,-37.57014083862305,-60.624045562744136,-15.961041450500487,0.0
ML209179_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML209179_(1).npy,"(64, 431)",float32,-45.001016208698886,17.346266547736068,-43.96427345275879,-69.169287109375,-20.35276470184326,0.0
ML209180,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML209180.npy,"(64, 431)",float32,-47.356712468746366,18.22883453733039,-47.48147964477539,-73.0464080810547,-22.954253578186034,0.0
ML209181,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML209181.npy,"(64, 431)",float32,-48.75350768710303,17.85021444556667,-50.28916931152344,-72.84020919799805,-24.54636459350586,0.0
ML209182,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML209182.npy,"(64, 431)",float32,-39.67352868027103,18.491053699267187,-39.29631423950195,-65.46629028320312,-14.994497489929197,0.0
ML209183,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML209183.npy,"(64, 431)",float32,-48.925377205515545,18.107882259768967,-50.48943328857422,-73.66281280517578,-24.15553436279297,0.0
ML211905,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML211905.npy,"(64, 431)",float32,-36.2000858163474,10.714977234947881,-36.610239028930664,-50.09932250976563,-23.402945518493652,0.0
ML211906,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML211906.npy,"(64, 431)",float32,-48.94571855190597,14.416893572716582,-52.04296112060547,-65.44646606445312,-29.700149917602534,0.0
ML218554,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML218554.npy,"(64, 431)",float32,-55.14163380228588,17.503858252178958,-58.368303298950195,-78.47792892456054,-29.53013744354248,0.0
ML219209,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML219209.npy,"(64, 431)",float32,-47.42575705704861,9.471756722991461,-48.3730354309082,-57.390011596679685,-37.980652236938475,0.0
ML219212,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML219212.npy,"(64, 431)",float32,-55.952979817053006,10.138491798214055,-56.642269134521484,-68.65106048583985,-44.7451675415039,0.0
ML222897,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222897.npy,"(64, 431)",float32,-52.13376483722242,8.510248073897536,-52.28096961975098,-61.765846252441406,-43.703546142578126,0.0
ML222898,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222898.npy,"(64, 431)",float32,-51.251345991638864,12.984563866487813,-53.56044387817383,-64.81765594482422,-32.27267761230468,0.0
ML222899,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222899.npy,"(64, 431)",float32,-51.362405096986734,14.84152420345492,-49.668766021728516,-80.0,-38.71044006347656,0.0
ML222900,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222900.npy,"(64, 431)",float32,-46.30989863989732,15.757625584975361,-48.57631874084473,-65.16966705322265,-21.569114112854,0.0
ML222901_(2),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222901_(2).npy,"(64, 431)",float32,-44.87191521198318,17.04004580426936,-47.44829559326172,-65.4314567565918,-19.150984764099118,0.0
ML222902,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222902.npy,"(64, 431)",float32,-40.07716718117281,14.031674932333356,-42.37100601196289,-57.572576904296874,-19.751421165466308,0.0
ML222903_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222903_(1).npy,"(64, 431)",float32,-45.8539279242783,12.258932812215628,-48.79810905456543,-58.50976676940918,-26.480257225036613,0.0
ML222905,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222905.npy,"(64, 431)",float32,-57.349009021044886,15.012327478936012,-60.6456184387207,-72.09407348632813,-31.943159103393555,0.0
ML222906_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222906_(1).npy,"(64, 431)",float32,-62.65668280173759,12.508394151651629,-64.94635391235352,-74.1196792602539,-51.470419311523436,0.0
ML222907,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222907.npy,"(64, 431)",float32,-51.96655106620556,15.584367592724758,-56.1236457824707,-68.03653106689453,-26.968260955810546,0.0
ML222908,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222908.npy,"(64, 431)",float32,-46.69649977897339,18.103695121472335,-50.22980308532715,-68.82412414550781,-21.228970336914063,0.0
ML222909,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222909.npy,"(64, 431)",float32,-50.35080760534153,16.9991455877279,-55.494178771972656,-68.84547500610351,-24.497036170959472,0.0
ML222910,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222910.npy,"(64, 431)",float32,-53.14150431790236,17.478313900783732,-58.09571838378906,-71.22856826782227,-24.84392795562744,0.0
ML222911_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222911_(1).npy,"(64, 431)",float32,-59.131053528314126,16.07959589342594,-63.62124252319336,-73.43740768432617,-30.856696510314936,0.0
ML222912_(2),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222912_(2).npy,"(64, 431)",float32,-51.43721555178583,18.391276424339527,-57.33425331115723,-72.02098770141602,-22.941561889648433,0.0
ML222913,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222913.npy,"(64, 431)",float32,-59.52496135359297,20.310732408072568,-63.2034912109375,-80.0,-24.538139724731444,0.0
ML222914_(2),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222914_(2).npy,"(64, 431)",float32,-59.32876053027238,15.834915121140277,-59.08490562438965,-80.0,-36.871286773681625,0.0
ML222915,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222915.npy,"(64, 431)",float32,-41.243545254307804,8.726813375235333,-41.959693908691406,-51.06690216064453,-29.307961654663078,0.0
ML222916,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222916.npy,"(64, 431)",float32,-42.11005762575536,10.80549319254287,-42.032447814941406,-55.67069549560547,-27.279116821289062,0.0
ML222917,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222917.npy,"(64, 431)",float32,-41.95194937893797,9.716222248183232,-43.34751892089844,-52.64392623901367,-28.013992309570312,0.0
ML222918_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222918_(1).npy,"(64, 431)",float32,-41.938930155471695,12.756768606705366,-43.33249282836914,-57.62480087280274,-23.371221923828124,0.0
ML222919,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222919.npy,"(64, 431)",float32,-46.359105326166144,9.432699781742174,-45.954280853271484,-58.6379280090332,-35.455163574218744,0.0
ML222920,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222920.npy,"(64, 431)",float32,-42.22718264388997,10.283980463235531,-42.05095672607422,-55.34244041442871,-28.935887908935545,0.0
ML222921_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222921_(1).npy,"(64, 431)",float32,-46.41644587995281,11.968726646743132,-47.82040596008301,-60.39161643981934,-29.420674705505363,0.0
ML222922_(2),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222922_(2).npy,"(64, 431)",float32,-55.26928432959968,14.656618750179938,-54.50475883483887,-80.0,-36.664371490478516,0.0
ML222923_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222923_(1).npy,"(64, 431)",float32,-45.15335002444736,15.141382118850489,-43.62581443786621,-65.71375885009766,-25.36000289916992,0.0
ML222924_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222924_(1).npy,"(64, 431)",float32,-47.65774646474009,14.37870295197095,-47.18148994445801,-66.24536209106445,-31.595679664611815,0.0
ML222925,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222925.npy,"(64, 431)",float32,-49.27681516902629,15.509660293140984,-47.51045036315918,-70.75912094116211,-32.272504043579104,0.0
ML222926_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222926_(1).npy,"(64, 431)",float32,-40.951854195921165,12.27384049437697,-40.64051055908203,-57.17987251281738,-26.44039039611816,0.0
ML222927,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222927.npy,"(64, 431)",float32,-43.98278195934755,15.876838638181233,-40.98990821838379,-67.24177551269531,-25.095191574096678,0.0
ML222928,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222928.npy,"(64, 431)",float32,-42.822434698242326,14.580863035836417,-40.87301445007324,-62.002689361572266,-25.289627075195312,0.0
ML222929_(2),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222929_(2).npy,"(64, 431)",float32,-44.624212554463654,14.747722742420143,-42.89815139770508,-65.16558990478515,-26.54416675567627,0.0
ML222930_(2),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222930_(2).npy,"(64, 431)",float32,-56.36394598616801,23.00903480673297,-57.39309310913086,-80.0,-25.397621726989748,0.0
ML222931_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222931_(1).npy,"(64, 431)",float32,-42.83649639239029,15.988637746637556,-40.81889533996582,-66.15831451416015,-24.534943008422847,0.0
ML222932,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222932.npy,"(64, 431)",float32,-40.411809725406,15.04587911212633,-37.36396026611328,-61.798579406738284,-23.310887145996094,0.0
ML222933,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222933.npy,"(64, 431)",float32,-42.286939374981515,16.406576993644233,-39.910736083984375,-66.1261734008789,-23.765058135986326,0.0
ML222934,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222934.npy,"(64, 431)",float32,-44.85203900238339,15.974447936593407,-42.92631912231445,-67.39147109985352,-26.359966659545897,0.0
ML222935_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222935_(1).npy,"(64, 431)",float32,-45.64632567116805,15.876201646455046,-44.93454551696777,-67.464990234375,-26.615195655822752,0.0
ML222936_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML222936_(1).npy,"(64, 431)",float32,-44.39623188488445,16.431120396127763,-42.84648513793945,-67.20638732910156,-25.406356048583984,0.0
ML223161_(2),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML223161_(2).npy,"(64, 431)",float32,-57.36647539186505,19.224564833939358,-53.32756233215332,-80.0,-33.49450988769531,0.0
ML237651_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML237651_(1).npy,"(64, 431)",float32,-58.86287695421835,16.449037123724946,-62.05355262756348,-80.0,-36.305010604858396,0.0
ML237652,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML237652.npy,"(64, 431)",float32,-50.4341852136665,18.150906709185914,-47.76157188415527,-80.0,-28.45098991394043,0.0
ML273951,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML273951.npy,"(64, 431)",float32,0.0,0.0,0.0,0.0,0.0,0.0
ML273952_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML273952_(1).npy,"(64, 431)",float32,-27.463909706770682,9.387951542409366,-27.529294967651367,-38.57819747924805,-15.20781030654907,0.0
ML506563011,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML506563011.npy,"(64, 431)",float32,-46.25552223017763,15.508720292930333,-48.60126876831055,-63.89141273498535,-24.073036956787107,0.0
ML506563041_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML506563041_(1).npy,"(64, 431)",float32,-48.526753535922055,11.628301003278516,-51.138145446777344,-60.75165786743164,-31.646006774902343,0.0
ML506563381,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML506563381.npy,"(64, 431)",float32,-40.616867877370105,18.541218733741253,-38.00689506530762,-67.6800437927246,-17.106571960449216,0.0
ML506565441,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML506565441.npy,"(64, 431)",float32,-66.69428493559637,13.62875435794952,-71.2116928100586,-75.43683471679688,-47.618418502807614,0.0
ML506565501,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML506565501.npy,"(64, 431)",float32,-44.638716870577454,19.15569517388772,-46.39308166503906,-69.1943130493164,-18.097625732421875,0.0
ML506565621_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML506565621_(1).npy,"(64, 431)",float32,-49.48287083789395,20.665856353952986,-49.48405456542969,-77.44428329467773,-21.642621421813946,0.0
ML506565731_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML506565731_(1).npy,"(64, 431)",float32,-49.24929496141155,17.255293777393845,-53.52654266357422,-68.96704330444337,-23.773861122131347,0.0
ML506565781,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML506565781.npy,"(64, 431)",float32,-52.37220730827884,12.062800695902407,-54.84331512451172,-63.365179443359374,-37.87215728759765,0.0
ML506565891,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML506565891.npy,"(64, 431)",float32,-56.82714239941811,15.32424696377764,-62.50259971618652,-71.14701461791992,-33.11185073852538,0.0
ML506565931_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML506565931_(1).npy,"(64, 431)",float32,-48.949704910963426,18.78162635134757,-51.682207107543945,-70.25757598876953,-20.98752975463866,0.0
ML506565981,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML506565981.npy,"(64, 431)",float32,-53.26761199488994,19.37961296679971,-55.39963340759277,-76.25543212890625,-25.128855514526368,0.0
ML506566011,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML506566011.npy,"(64, 431)",float32,-48.57112961354084,14.020611160233296,-53.075767517089844,-61.04706497192383,-25.444238662719723,0.0
ML506566241,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML506566241.npy,"(64, 431)",float32,-48.25822197998552,18.295067348708923,-53.21164131164551,-67.77050094604492,-19.89473819732666,0.0
ML540857_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML540857_(1).npy,"(64, 431)",float32,-54.9726480592362,10.819500757747239,-57.60465431213379,-64.60526733398437,-42.015151977539055,0.0
ML635677951_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML635677951_(1).npy,"(64, 431)",float32,-31.70766550214343,10.127470520184607,-30.74263858795166,-41.6864990234375,-20.889964675903318,0.0
ML635678582_(1),copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML635678582_(1).npy,"(64, 431)",float32,-30.785541154980105,8.421434639748812,-31.681546211242676,-40.186533737182614,-19.100115966796874,0.0
ML635792771,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML635792771.npy,"(64, 431)",float32,-34.48073888070484,8.883671038704483,-33.7343807220459,-46.00072174072265,-22.704306221008302,0.0
ML637110200,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML637110200.npy,"(64, 431)",float32,-32.97626226058277,6.197121373503296,-32.58329200744629,-40.860307693481445,-26.93356590270996,0.0
ML637595206,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML637595206.npy,"(64, 431)",float32,-40.57648513561197,11.174788344625718,-43.78350257873535,-52.21177787780762,-24.007490158081055,0.0
ML638146166,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML638146166.npy,"(64, 431)",float32,-47.30500119205417,9.498626069219027,-48.93801689147949,-55.36143035888672,-35.45853118896484,0.0
ML638967036,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML638967036.npy,"(64, 431)",float32,-38.0591853692125,13.587774518713431,-35.478580474853516,-56.28110275268555,-21.55450859069824,0.0
ML639520842,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML639520842.npy,"(64, 431)",float32,-49.48356952454264,15.008864185609188,-52.21379089355469,-65.93554382324218,-26.595210075378418,0.0
ML639531079,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\ML639531079.npy,"(64, 431)",float32,-30.314453752612017,9.313847451499093,-30.884787559509277,-41.59653778076172,-17.89529819488525,0.0
XC1046110_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\XC1046110_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis.npy,"(64, 431)",float32,-39.63699195888369,12.86066859331577,-39.57816696166992,-55.499263763427734,-25.269901847839353,0.0
XC883336_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\XC883336_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis.npy,"(64, 431)",float32,-33.06402365894439,8.379217472190538,-33.288631439208984,-42.49404792785644,-23.141448593139646,0.0
XC890471_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\XC890471_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis.npy,"(64, 431)",float32,-51.10653071447757,23.807364007001883,-48.603126525878906,-80.0,-21.748787307739253,0.0
XC896773_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\XC896773_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis.npy,"(64, 431)",float32,-54.117213980210494,18.309163161578397,-58.871646881103516,-73.36754302978515,-26.522873306274413,0.0
XC977235_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\XC977235_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis.npy,"(64, 431)",float32,-35.66082457133208,12.227608552867562,-37.81008529663086,-48.734982299804685,-17.113593292236327,0.0
XC982934_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog,data\spectrograms\copes_gray_treefrog\XC982934_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis.npy,"(64, 431)",float32,-39.76935116625164,11.503259406908183,-37.45386505126953,-56.316026306152345,-27.65799102783203,0.0
