file_id,species,shape,mean,std,snr_db
Bird_voiced_Tree_Frog_Call,bird_voiced_tree_frog,"(64, 431)",-53.69224810662513,19.531500498651177,0.0
"Calling_male_Bird-voiced_Treefrog,_Hyla_avivoca",bird_voiced_tree_frog,"(64, 431)",-53.82445444937648,16.70809030033546,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-90,bird_voiced_tree_frog,"(64, 431)",-50.12495485325009,18.184795343675702,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-91,bird_voiced_tree_frog,"(64, 431)",-37.32294015645151,16.058763602496064,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-29,bird_voiced_tree_frog,"(64, 431)",-76.7469687211887,11.363802054827648,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-92,bird_voiced_tree_frog,"(64, 431)",-50.10509174968831,18.191592243148833,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-93,bird_voiced_tree_frog,"(64, 431)",-37.33194691744868,16.067074081396033,0.0
"Hyla_avivoca,_Bird-Voiced_Treefrog,_Barataria-Terrebonne_Estuary",bird_voiced_tree_frog,"(64, 431)",-44.216320932499215,17.282449068205153,0.0
Hyla_avivoca_calling,bird_voiced_tree_frog,"(64, 431)",-70.15516474220703,16.037574825320736,0.0
ML207662,bird_voiced_tree_frog,"(64, 431)",-48.87033197525759,12.052433980932387,0.0
ML207663,bird_voiced_tree_frog,"(64, 431)",-74.41385063000041,13.652476434560857,0.0
ML207664,bird_voiced_tree_frog,"(64, 431)",-67.81211471571447,12.826838243010092,0.0
ML207665,bird_voiced_tree_frog,"(64, 431)",-70.34614992010344,11.9387742106254,0.0
ML207666,bird_voiced_tree_frog,"(64, 431)",-67.26299950822738,12.34282731104686,0.0
ML207667,bird_voiced_tree_frog,"(64, 431)",-67.04736082781356,14.02909260002512,0.0
ML207668,bird_voiced_tree_frog,"(64, 431)",-68.25737959793024,12.841384328694339,0.0
ML207669,bird_voiced_tree_frog,"(64, 431)",-67.11245870306708,13.642278135296413,0.0
ML207670,bird_voiced_tree_frog,"(64, 431)",-65.18273136642028,13.357234897888155,0.0
ML207671,bird_voiced_tree_frog,"(64, 431)",-67.25723195784745,13.741165001272206,0.0
ML273955,bird_voiced_tree_frog,"(64, 431)",-44.043230178599565,7.8341798046141555,0.0
ML73878,bird_voiced_tree_frog,"(64, 431)",-63.24531431223013,14.21397858545389,0.0
"Western_Bird-voiced_Treefrog_(Hyla_avivoca_avivoca),_Male_Mating_Call",bird_voiced_tree_frog,"(64, 431)",-60.395605985706204,18.365847254177748,0.0
XC890908_-_Bird-voiced_Treefrog_-_Dryophytes_avivoca_avivoca,bird_voiced_tree_frog,"(64, 431)",-67.82468018032559,17.64467772557899,0.0
XC982069_-_Bird-voiced_Treefrog_-_Dryophytes_avivoca,bird_voiced_tree_frog,"(64, 431)",-58.778063919421136,16.062136480870258,0.0
245168,copes_gray_treefrog,"(64, 431)",-54.56634757935724,17.149781278667728,0.0
27-Copes-Gray-Treefrog-call,copes_gray_treefrog,"(64, 431)",-60.96906496446122,20.442758963276454,0.0
270152,copes_gray_treefrog,"(64, 431)",-55.07084425730661,16.25526576981835,0.0
Calling_Cope's_Gray_Treefrog_(Hyla_chrysoscelis),copes_gray_treefrog,"(64, 431)",-43.85435111122314,12.519420068559956,0.0
cope's_gray_tree_frog_call,copes_gray_treefrog,"(64, 431)",-61.20128626965868,13.144322818760953,0.0
Cope's_Gray_Tree_Frogs,copes_gray_treefrog,"(64, 431)",-46.71466574453146,15.456290183153447,0.0
Cope's_Gray_Treefrog___Hyla_crysoscelis,copes_gray_treefrog,"(64, 431)",-57.34281225559537,20.567241646187178,0.0
Cope's_Gray_Treefrog_Call,copes_gray_treefrog,"(64, 431)",-50.17271098850637,14.066455046338953,0.0
Cope's_Gray_Treefrog_Calling,copes_gray_treefrog,"(64, 431)",-38.61134473720172,10.246058612926122,0.0
Cope's_Gray_Treefrog_calling_(1),copes_gray_treefrog,"(64, 431)",-45.99636600533038,13.026190878171999,0.0
Cope's_gray_treefrog_calling_(2),copes_gray_treefrog,"(64, 431)",-50.04471480663166,16.036226052891955,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-89,copes_gray_treefrog,"(64, 431)",-40.43826359090354,14.812684041880594,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-93,copes_gray_treefrog,"(64, 431)",-37.29618274093781,19.45600736941051,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-27,copes_gray_treefrog,"(64, 431)",-61.050502433473994,20.294014102893023,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-80,copes_gray_treefrog,"(64, 431)",-37.80610307062308,12.568036568212003,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-81,copes_gray_treefrog,"(64, 431)",-54.40769753710576,15.840796752596075,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-82,copes_gray_treefrog,"(64, 431)",-37.855587646538034,14.561414953075802,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-84,copes_gray_treefrog,"(64, 431)",-47.34770092032763,16.979128354455117,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-90,copes_gray_treefrog,"(64, 431)",-36.52306887687221,16.826135204248512,0.0
ML207922,copes_gray_treefrog,"(64, 431)",-60.35761652001787,15.527957767637746,0.0
ML207923,copes_gray_treefrog,"(64, 431)",-58.17816891389836,15.179666367530833,0.0
ML207925,copes_gray_treefrog,"(64, 431)",-56.81680544688779,15.866973645511404,0.0
ML207926,copes_gray_treefrog,"(64, 431)",-51.42346116834754,15.697469030475677,0.0
ML207927,copes_gray_treefrog,"(64, 431)",-60.77419656765779,13.868531907014855,0.0
ML207928,copes_gray_treefrog,"(64, 431)",-62.76710887312059,14.340164133424208,0.0
ML207952,copes_gray_treefrog,"(64, 431)",-57.4024034236534,15.461068489690101,0.0
ML207953,copes_gray_treefrog,"(64, 431)",-50.375423825430204,17.38322030451217,0.0
ML207957,copes_gray_treefrog,"(64, 431)",-39.93863184013665,19.185120499898275,0.0
ML207958,copes_gray_treefrog,"(64, 431)",-50.13084438947956,17.34190852114994,0.0
ML207959,copes_gray_treefrog,"(64, 431)",-45.21404835972459,17.95663190485396,0.0
ML207960,copes_gray_treefrog,"(64, 431)",-55.31074039672616,16.941964582366413,0.0
ML207963,copes_gray_treefrog,"(64, 431)",-58.51320136010025,13.99578335880297,0.0
ML207964,copes_gray_treefrog,"(64, 431)",-53.84101899082312,15.502968437557676,0.0
ML207966,copes_gray_treefrog,"(64, 431)",-46.95315606670839,16.636609775020236,0.0
ML207968,copes_gray_treefrog,"(64, 431)",-30.23162488653184,16.629836645468792,0.0
ML207978,copes_gray_treefrog,"(64, 431)",-53.63956529576236,16.608666625417996,0.0
ML207979,copes_gray_treefrog,"(64, 431)",-51.492117905077414,15.248356093802158,0.0
ML207980,copes_gray_treefrog,"(64, 431)",-56.217494647474545,18.436736500892714,0.0
ML207981,copes_gray_treefrog,"(64, 431)",-41.33267704373239,12.566557940967252,0.0
ML207982,copes_gray_treefrog,"(64, 431)",-50.86344850084068,19.26421819530484,0.0
ML207983,copes_gray_treefrog,"(64, 431)",-49.493246759259925,19.2027784406362,0.0
ML207984,copes_gray_treefrog,"(64, 431)",-52.23831661024807,19.201831042800546,0.0
ML207986,copes_gray_treefrog,"(64, 431)",-44.79112865172517,17.1319677955878,0.0
ML207987_(1),copes_gray_treefrog,"(64, 431)",-55.42430136119407,17.219518722498737,0.0
ML209167_(1),copes_gray_treefrog,"(64, 431)",-46.2645582329404,18.947894021328757,0.0
ML209168_(1),copes_gray_treefrog,"(64, 431)",-49.18934091085486,17.156599666771086,0.0
ML209169_(1),copes_gray_treefrog,"(64, 431)",-54.31007395150559,17.452380346105045,0.0
ML209171_(1),copes_gray_treefrog,"(64, 431)",-51.78945034427737,17.573640166859306,0.0
ML209172_(1),copes_gray_treefrog,"(64, 431)",-53.22259421556704,18.96476720652258,0.0
ML209174,copes_gray_treefrog,"(64, 431)",-53.11213693339075,18.831885488601124,0.0
ML209175_(1),copes_gray_treefrog,"(64, 431)",-51.19550569734067,17.64608826921695,0.0
ML209176_(1),copes_gray_treefrog,"(64, 431)",-53.083165998870975,17.293077076713423,0.0
ML209177,copes_gray_treefrog,"(64, 431)",-49.47956582895219,18.14467649701992,0.0
ML209178_(1),copes_gray_treefrog,"(64, 431)",-38.19941940525084,16.420541554550464,0.0
ML209179_(1),copes_gray_treefrog,"(64, 431)",-45.001016208698886,17.346266547736068,0.0
ML209180,copes_gray_treefrog,"(64, 431)",-47.356712468746366,18.22883453733039,0.0
ML209181,copes_gray_treefrog,"(64, 431)",-48.75350768710303,17.85021444556667,0.0
ML209182,copes_gray_treefrog,"(64, 431)",-39.67352868027103,18.491053699267187,0.0
ML209183,copes_gray_treefrog,"(64, 431)",-48.925377205515545,18.107882259768967,0.0
ML211905,copes_gray_treefrog,"(64, 431)",-36.2000858163474,10.714977234947881,0.0
ML211906,copes_gray_treefrog,"(64, 431)",-48.94571855190597,14.416893572716582,0.0
ML218554,copes_gray_treefrog,"(64, 431)",-55.14163380228588,17.503858252178958,0.0
ML219209,copes_gray_treefrog,"(64, 431)",-47.42575705704861,9.471756722991461,0.0
ML219212,copes_gray_treefrog,"(64, 431)",-55.952979817053006,10.138491798214055,0.0
ML222897,copes_gray_treefrog,"(64, 431)",-52.13376483722242,8.510248073897536,0.0
ML222898,copes_gray_treefrog,"(64, 431)",-51.251345991638864,12.984563866487813,0.0
ML222899,copes_gray_treefrog,"(64, 431)",-51.362405096986734,14.84152420345492,0.0
ML222900,copes_gray_treefrog,"(64, 431)",-46.30989863989732,15.757625584975361,0.0
ML222901_(2),copes_gray_treefrog,"(64, 431)",-44.87191521198318,17.04004580426936,0.0
ML222902,copes_gray_treefrog,"(64, 431)",-40.07716718117281,14.031674932333356,0.0
ML222903_(1),copes_gray_treefrog,"(64, 431)",-45.8539279242783,12.258932812215628,0.0
ML222905,copes_gray_treefrog,"(64, 431)",-57.349009021044886,15.012327478936012,0.0
ML222906_(1),copes_gray_treefrog,"(64, 431)",-62.65668280173759,12.508394151651629,0.0
ML222907,copes_gray_treefrog,"(64, 431)",-51.96655106620556,15.584367592724758,0.0
ML222908,copes_gray_treefrog,"(64, 431)",-46.69649977897339,18.103695121472335,0.0
ML222909,copes_gray_treefrog,"(64, 431)",-50.35080760534153,16.9991455877279,0.0
ML222910,copes_gray_treefrog,"(64, 431)",-53.14150431790236,17.478313900783732,0.0
ML222911_(1),copes_gray_treefrog,"(64, 431)",-59.131053528314126,16.07959589342594,0.0
ML222912_(2),copes_gray_treefrog,"(64, 431)",-51.43721555178583,18.391276424339527,0.0
ML222913,copes_gray_treefrog,"(64, 431)",-59.52496135359297,20.310732408072568,0.0
ML222914_(2),copes_gray_treefrog,"(64, 431)",-59.32876053027238,15.834915121140277,0.0
ML222915,copes_gray_treefrog,"(64, 431)",-41.243545254307804,8.726813375235333,0.0
ML222916,copes_gray_treefrog,"(64, 431)",-42.11005762575536,10.80549319254287,0.0
ML222917,copes_gray_treefrog,"(64, 431)",-41.95194937893797,9.716222248183232,0.0
ML222918_(1),copes_gray_treefrog,"(64, 431)",-41.938930155471695,12.756768606705366,0.0
ML222919,copes_gray_treefrog,"(64, 431)",-46.359105326166144,9.432699781742174,0.0
ML222920,copes_gray_treefrog,"(64, 431)",-42.22718264388997,10.283980463235531,0.0
ML222921_(1),copes_gray_treefrog,"(64, 431)",-46.41644587995281,11.968726646743132,0.0
ML222922_(2),copes_gray_treefrog,"(64, 431)",-55.26928432959968,14.656618750179938,0.0
ML222923_(1),copes_gray_treefrog,"(64, 431)",-45.15335002444736,15.141382118850489,0.0
ML222924_(1),copes_gray_treefrog,"(64, 431)",-47.65774646474009,14.37870295197095,0.0
ML222925,copes_gray_treefrog,"(64, 431)",-49.27681516902629,15.509660293140984,0.0
ML222926_(1),copes_gray_treefrog,"(64, 431)",-40.951854195921165,12.27384049437697,0.0
ML222927,copes_gray_treefrog,"(64, 431)",-43.98278195934755,15.876838638181233,0.0
ML222928,copes_gray_treefrog,"(64, 431)",-42.822434698242326,14.580863035836417,0.0
ML222929_(2),copes_gray_treefrog,"(64, 431)",-44.624212554463654,14.747722742420143,0.0
ML222930_(2),copes_gray_treefrog,"(64, 431)",-56.36394598616801,23.00903480673297,0.0
ML222931_(1),copes_gray_treefrog,"(64, 431)",-42.83649639239029,15.988637746637556,0.0
ML222932,copes_gray_treefrog,"(64, 431)",-40.411809725406,15.04587911212633,0.0
ML222933,copes_gray_treefrog,"(64, 431)",-42.286939374981515,16.406576993644233,0.0
ML222934,copes_gray_treefrog,"(64, 431)",-44.85203900238339,15.974447936593407,0.0
ML222935_(1),copes_gray_treefrog,"(64, 431)",-45.64632567116805,15.876201646455046,0.0
ML222936_(1),copes_gray_treefrog,"(64, 431)",-44.39623188488445,16.431120396127763,0.0
ML223161_(2),copes_gray_treefrog,"(64, 431)",-57.36647539186505,19.224564833939358,0.0
ML237651_(1),copes_gray_treefrog,"(64, 431)",-58.86287695421835,16.449037123724946,0.0
ML237652,copes_gray_treefrog,"(64, 431)",-50.4341852136665,18.150906709185914,0.0
ML273951,copes_gray_treefrog,"(64, 431)",0.0,0.0,0.0
ML273952_(1),copes_gray_treefrog,"(64, 431)",-27.463909706770682,9.387951542409366,0.0
ML506563011,copes_gray_treefrog,"(64, 431)",-46.25552223017763,15.508720292930333,0.0
ML506563041_(1),copes_gray_treefrog,"(64, 431)",-48.526753535922055,11.628301003278516,0.0
ML506563381,copes_gray_treefrog,"(64, 431)",-40.616867877370105,18.541218733741253,0.0
ML506565441,copes_gray_treefrog,"(64, 431)",-66.69428493559637,13.62875435794952,0.0
ML506565501,copes_gray_treefrog,"(64, 431)",-44.638716870577454,19.15569517388772,0.0
ML506565621_(1),copes_gray_treefrog,"(64, 431)",-49.48287083789395,20.665856353952986,0.0
ML506565731_(1),copes_gray_treefrog,"(64, 431)",-49.24929496141155,17.255293777393845,0.0
ML506565781,copes_gray_treefrog,"(64, 431)",-52.37220730827884,12.062800695902407,0.0
ML506565891,copes_gray_treefrog,"(64, 431)",-56.82714239941811,15.32424696377764,0.0
ML506565931_(1),copes_gray_treefrog,"(64, 431)",-48.949704910963426,18.78162635134757,0.0
ML506565981,copes_gray_treefrog,"(64, 431)",-53.26761199488994,19.37961296679971,0.0
ML506566011,copes_gray_treefrog,"(64, 431)",-48.57112961354084,14.020611160233296,0.0
ML506566241,copes_gray_treefrog,"(64, 431)",-48.25822197998552,18.295067348708923,0.0
ML540857_(1),copes_gray_treefrog,"(64, 431)",-54.9726480592362,10.819500757747239,0.0
ML635677951_(1),copes_gray_treefrog,"(64, 431)",-31.70766550214343,10.127470520184607,0.0
ML635678582_(1),copes_gray_treefrog,"(64, 431)",-30.785541154980105,8.421434639748812,0.0
ML635792771,copes_gray_treefrog,"(64, 431)",-34.48073888070484,8.883671038704483,0.0
ML637110200,copes_gray_treefrog,"(64, 431)",-32.97626226058277,6.197121373503296,0.0
ML637595206,copes_gray_treefrog,"(64, 431)",-40.57648513561197,11.174788344625718,0.0
ML638146166,copes_gray_treefrog,"(64, 431)",-47.30500119205417,9.498626069219027,0.0
ML638967036,copes_gray_treefrog,"(64, 431)",-38.0591853692125,13.587774518713431,0.0
ML639520842,copes_gray_treefrog,"(64, 431)",-49.48356952454264,15.008864185609188,0.0
ML639531079,copes_gray_treefrog,"(64, 431)",-30.314453752612017,9.313847451499093,0.0
XC1046110_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog,"(64, 431)",-39.63699195888369,12.86066859331577,0.0
XC883336_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog,"(64, 431)",-33.06402365894439,8.379217472190538,0.0
XC890471_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog,"(64, 431)",-51.10653071447757,23.807364007001883,0.0
XC896773_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog,"(64, 431)",-54.117213980210494,18.309163161578397,0.0
XC977235_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog,"(64, 431)",-35.66082457133208,12.227608552867562,0.0
XC982934_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog,"(64, 431)",-39.76935116625164,11.503259406908183,0.0
340142,eastern_narrow_mouthed_toad,"(64, 431)",-43.64139162386031,19.091827158035866,0.0
61-Eastern-Narrowmouth-Toad-call,eastern_narrow_mouthed_toad,"(64, 431)",-53.636977071690175,23.664892984224327,0.0
"Calling_male_Eastern_Narrow-mouthed_Toad,_Gastrophryne_carolinensis",eastern_narrow_mouthed_toad,"(64, 431)",-36.04994679356465,18.05126048682366,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-83,eastern_narrow_mouthed_toad,"(64, 431)",-40.88438350556898,20.084364652326357,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-88,eastern_narrow_mouthed_toad,"(64, 431)",-36.54407493465876,16.82377304329206,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-89,eastern_narrow_mouthed_toad,"(64, 431)",-40.43826359090354,14.812684041880594,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-93,eastern_narrow_mouthed_toad,"(64, 431)",-37.29618274093781,19.45600736941051,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-95,eastern_narrow_mouthed_toad,"(64, 431)",-60.571697161327656,16.60362502947414,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-61,eastern_narrow_mouthed_toad,"(64, 431)",-53.63538772203115,23.63633319938038,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-85,eastern_narrow_mouthed_toad,"(64, 431)",-40.84715959789305,20.102405655732227,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-90,eastern_narrow_mouthed_toad,"(64, 431)",-36.52306887687221,16.826135204248512,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-91,eastern_narrow_mouthed_toad,"(64, 431)",-40.445776940066274,14.815808959087887,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-95,eastern_narrow_mouthed_toad,"(64, 431)",-37.372872155911686,19.466037778815732,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-97,eastern_narrow_mouthed_toad,"(64, 431)",-60.59852174978936,16.61359654431239,0.0
Eastern_Narrow-mouthed_Toad_(Gastrophryne_carolinensis)_mating_calls_June_2022,eastern_narrow_mouthed_toad,"(64, 431)",-49.97783126573137,11.861855411086857,0.0
Eastern_Narrow-Mouthed_Toad_Call,eastern_narrow_mouthed_toad,"(64, 431)",-36.13005466059957,8.037949030432788,0.0
Eastern_Narrow-mouthed_Toads_calling,eastern_narrow_mouthed_toad,"(64, 431)",-34.52746911658073,7.672600013229411,0.0
Eastern_Narrowed_Mouth_Toad_(Gastrophryne_carolinensis)_Calling,eastern_narrow_mouthed_toad,"(64, 431)",-66.55163775737076,15.289929748149202,0.0
Eastern_Narrowmouth_Toad___Gastorphryne_carolinensis,eastern_narrow_mouthed_toad,"(64, 431)",-57.273818498179146,21.46055472512914,0.0
Eastern_narrowmouth_toad_call,eastern_narrow_mouthed_toad,"(64, 431)",-64.88067220649282,15.880045495125009,0.0
ML199698,eastern_narrow_mouthed_toad,"(64, 431)",-53.28887541853151,12.703397708939606,0.0
ML199699,eastern_narrow_mouthed_toad,"(64, 431)",-56.87855194135636,14.899628581452447,0.0
ML199700,eastern_narrow_mouthed_toad,"(64, 431)",-50.668272876355736,13.207644006871798,0.0
ML199701,eastern_narrow_mouthed_toad,"(64, 431)",-46.663921730165,12.43911195040299,0.0
ML199709,eastern_narrow_mouthed_toad,"(64, 431)",-61.191420039814616,11.938323368564536,0.0
ML199710,eastern_narrow_mouthed_toad,"(64, 431)",-53.53200430616633,11.696818747363796,0.0
ML199711,eastern_narrow_mouthed_toad,"(64, 431)",-58.8447204850908,14.459757836363503,0.0
ML199712,eastern_narrow_mouthed_toad,"(64, 431)",-34.36087722270782,8.721107776986573,0.0
ML199713,eastern_narrow_mouthed_toad,"(64, 431)",-63.41133103552523,13.754158904864354,0.0
ML199714,eastern_narrow_mouthed_toad,"(64, 431)",-50.036615432968276,11.367020049146396,0.0
ML199715,eastern_narrow_mouthed_toad,"(64, 431)",-63.35622808523908,17.248169891799375,0.0
ML199716,eastern_narrow_mouthed_toad,"(64, 431)",-44.43114059622423,11.824409127084248,0.0
ML199717,eastern_narrow_mouthed_toad,"(64, 431)",-54.14652154058771,16.043342786242796,0.0
ML199718,eastern_narrow_mouthed_toad,"(64, 431)",-61.056060894459414,15.974824633816521,0.0
ML199719,eastern_narrow_mouthed_toad,"(64, 431)",-48.87851482247739,13.106612177474963,0.0
ML199720,eastern_narrow_mouthed_toad,"(64, 431)",-56.01996204014997,13.80539046126395,0.0
ML199721,eastern_narrow_mouthed_toad,"(64, 431)",-49.20156417128451,15.27193487283383,0.0
ML199722,eastern_narrow_mouthed_toad,"(64, 431)",-56.660975797408696,14.091893195201395,0.0
ML199723,eastern_narrow_mouthed_toad,"(64, 431)",-52.11143413554281,15.265321421729196,0.0
ML199728,eastern_narrow_mouthed_toad,"(64, 431)",-66.98304114205516,17.736483269338166,0.0
ML199744,eastern_narrow_mouthed_toad,"(64, 431)",-58.95481803020994,17.81244588436477,0.0
ML199750,eastern_narrow_mouthed_toad,"(64, 431)",-42.85514998435974,13.984175472475355,0.0
ML199751,eastern_narrow_mouthed_toad,"(64, 431)",-41.814925481403236,12.859904672432748,0.0
ML199752,eastern_narrow_mouthed_toad,"(64, 431)",-41.692575923597175,8.942308920301002,0.0
ML199753,eastern_narrow_mouthed_toad,"(64, 431)",-40.28722575573108,8.85311859210507,0.0
ML199755,eastern_narrow_mouthed_toad,"(64, 431)",-38.678865904736135,10.95219449011699,0.0
ML199777,eastern_narrow_mouthed_toad,"(64, 431)",-51.52619289930072,16.029759509372887,0.0
ML199779,eastern_narrow_mouthed_toad,"(64, 431)",-60.057276088545606,18.602754294567713,0.0
ML199780,eastern_narrow_mouthed_toad,"(64, 431)",-49.18245324551229,15.677636144453544,0.0
ML199781,eastern_narrow_mouthed_toad,"(64, 431)",-61.63182877697344,14.634316051320845,0.0
ML199782,eastern_narrow_mouthed_toad,"(64, 431)",-62.46130546780515,15.32997230781015,0.0
ML199783,eastern_narrow_mouthed_toad,"(64, 431)",-74.17685262727488,15.945820325181804,0.0
ML199784,eastern_narrow_mouthed_toad,"(64, 431)",-58.35672569893767,16.878159479791613,0.0
ML199785,eastern_narrow_mouthed_toad,"(64, 431)",-57.154554736707574,12.931265102747181,0.0
ML199786,eastern_narrow_mouthed_toad,"(64, 431)",-64.06399894334601,15.31076703762288,0.0
ML199787,eastern_narrow_mouthed_toad,"(64, 431)",-57.72439773802552,14.217710249801383,0.0
ML199788,eastern_narrow_mouthed_toad,"(64, 431)",-55.77529939193183,16.856544581963565,0.0
ML199789,eastern_narrow_mouthed_toad,"(64, 431)",-52.94569245146765,18.38624708513039,0.0
ML199790,eastern_narrow_mouthed_toad,"(64, 431)",-62.862656020924554,12.32963396126799,0.0
ML199791,eastern_narrow_mouthed_toad,"(64, 431)",-50.13060135005384,16.332915339448828,0.0
ML199792,eastern_narrow_mouthed_toad,"(64, 431)",-63.04007061460248,13.857102082464806,0.0
ML199793,eastern_narrow_mouthed_toad,"(64, 431)",-63.43301658800818,13.931849060379475,0.0
ML199794,eastern_narrow_mouthed_toad,"(64, 431)",-58.944573838064954,12.82792155218979,0.0
ML199795,eastern_narrow_mouthed_toad,"(64, 431)",-52.98204223528124,15.61245886083918,0.0
ML199796,eastern_narrow_mouthed_toad,"(64, 431)",-51.23666860597109,18.202457660253604,0.0
ML199797,eastern_narrow_mouthed_toad,"(64, 431)",-48.494240817088816,16.078598958844456,0.0
ML200847,eastern_narrow_mouthed_toad,"(64, 431)",-52.84980597341835,17.31890300487365,0.0
ML200848,eastern_narrow_mouthed_toad,"(64, 431)",-48.64991800644351,13.321722511590838,0.0
ML200849,eastern_narrow_mouthed_toad,"(64, 431)",-62.90998302614467,13.801677033648138,0.0
ML200858,eastern_narrow_mouthed_toad,"(64, 431)",-52.49272749963672,12.853911728433596,0.0
ML200859,eastern_narrow_mouthed_toad,"(64, 431)",-56.43650384064064,15.915778689646375,0.0
ML200862,eastern_narrow_mouthed_toad,"(64, 431)",-50.24719794471413,18.214922894090222,0.0
ML200863,eastern_narrow_mouthed_toad,"(64, 431)",-43.689439076212885,18.448161770680844,0.0
ML200864,eastern_narrow_mouthed_toad,"(64, 431)",-50.06792965756077,17.6824300003918,0.0
ML202129,eastern_narrow_mouthed_toad,"(64, 431)",-57.665670217449176,15.408806433161919,0.0
ML202136,eastern_narrow_mouthed_toad,"(64, 431)",-58.56383199504039,12.725708287505759,0.0
ML202143,eastern_narrow_mouthed_toad,"(64, 431)",-47.14388094175166,14.895246302259805,0.0
ML207043,eastern_narrow_mouthed_toad,"(64, 431)",-30.679762854342393,8.208740954113955,0.0
ML213449,eastern_narrow_mouthed_toad,"(64, 431)",-46.321780113983046,13.50105041137954,0.0
ML506563091,eastern_narrow_mouthed_toad,"(64, 431)",-36.35624508611564,7.222966482376561,0.0
ML506563121,eastern_narrow_mouthed_toad,"(64, 431)",-42.61175110823801,14.228413695562407,0.0
ML636442688,eastern_narrow_mouthed_toad,"(64, 431)",-37.4181902336687,8.828325176454511,0.0
ML637106595,eastern_narrow_mouthed_toad,"(64, 431)",-46.512527215715906,11.594037961640336,0.0
ML637808393,eastern_narrow_mouthed_toad,"(64, 431)",0.0,0.0,0.0
ML638023294,eastern_narrow_mouthed_toad,"(64, 431)",-45.418584389884344,13.580440179806935,0.0
ML639532507,eastern_narrow_mouthed_toad,"(64, 431)",0.0,0.0,0.0
ML640727666,eastern_narrow_mouthed_toad,"(64, 431)",-41.14449245271785,14.766866130011278,0.0
ML642215943,eastern_narrow_mouthed_toad,"(64, 431)",-23.569277248291293,8.855239642298185,0.0
ML642288638,eastern_narrow_mouthed_toad,"(64, 431)",-28.319819159442755,9.46749260693746,0.0
"Narrow-mouthed_toad,_Gastrophryne_carolinensis",eastern_narrow_mouthed_toad,"(64, 431)",-32.803434442201514,12.938329955577556,0.0
XC1000480_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis,eastern_narrow_mouthed_toad,"(64, 431)",-60.151846220954525,23.15521840390009,0.0
XC883330_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis,eastern_narrow_mouthed_toad,"(64, 431)",-39.14661345784736,9.01646785359913,0.0
XC883331_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis,eastern_narrow_mouthed_toad,"(64, 431)",-36.55374741149751,8.545269174046558,0.0
XC890980_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis,eastern_narrow_mouthed_toad,"(64, 431)",-24.975158304615668,8.229616065462162,0.0
XC890982_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis,eastern_narrow_mouthed_toad,"(64, 431)",-49.36166667203546,22.352207015779246,0.0
XC977672_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis,eastern_narrow_mouthed_toad,"(64, 431)",-50.6408367209707,13.585587229038065,0.0
XC983464_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis,eastern_narrow_mouthed_toad,"(64, 431)",-42.17588961212582,10.887333211646066,0.0
105100,eastern_spadefoot_toad,"(64, 431)",-48.77325398082523,13.450370551145035,0.0
59-Eastern-Spadefoot-call,eastern_spadefoot_toad,"(64, 431)",-44.38930084350629,17.261565453099312,0.0
